[info]09:28:07 tester (411.TEST, 21) getPromoData (0.25 s)[192.168.37.33]
[info]09:58:15 tester (411.TEST, 21) ia motorizari 5930 (0.10 s)[192.168.37.33]
[info]09:58:17 tester (411.TEST, 21) ia motorizari 5928 (0.23 s)[192.168.37.33]
[info]09:58:17 tester (411.TEST, 21) ia motorizari 5927 (0.23 s)[192.168.37.33]
[info]09:58:17 tester (411.TEST, 21) ia motorizari 5929 (0.37 s)[192.168.37.33]
[info]09:58:18 tester (411.TEST, 21) ia motorizari 5597 (0.34 s)[192.168.37.33]
[info]09:58:18 tester (411.TEST, 21) ia motorizari 5933 (0.85 s)[192.168.37.33]
[info]09:58:19 tester (411.TEST, 21) ia motorizari 5932 (0.16 s)[192.168.37.33]
[info]09:58:19 tester (411.TEST, 21) ia motorizari 5931 (0.38 s)[192.168.37.33]
[info]09:58:19 tester (411.TEST, 21) ia motorizari 5934 (0.22 s)[192.168.37.33]
[info]09:58:19 tester (411.TEST, 21) ia motorizari 5965 (0.25 s)[192.168.37.33]
[info]09:58:20 tester (411.TEST, 21) ia motorizari 1991 (0.22 s)[192.168.37.33]
[info]09:58:20 tester (411.TEST, 21) ia motorizari 1977 (0.27 s)[192.168.37.33]
[info]09:58:20 tester (411.TEST, 21) ia motorizari 5096 (0.11 s)[192.168.37.33]
[info]09:58:20 tester (411.TEST, 21) ia motorizari 11488 (0.15 s)[192.168.37.33]
[info]09:58:20 tester (411.TEST, 21) ia motorizari 4067 (0.07 s)[192.168.37.33]
[info]09:58:21 tester (411.TEST, 21) ia motorizari 2002 (0.27 s)[192.168.37.33]
[info]09:58:21 tester (411.TEST, 21) ia motorizari 5547 (0.17 s)[192.168.37.33]
[info]09:58:21 tester (411.TEST, 21) ia motorizari 11489 (0.09 s)[192.168.37.33]
[info]09:58:21 tester (411.TEST, 21) ia motorizari 8127 (0.37 s)[192.168.37.33]
[info]09:58:21 tester (411.TEST, 21) ia motorizari 10516 (0.25 s)[192.168.37.33]
[info]09:58:23 tester (411.TEST, 21) ia motorizari 9625 (0.33 s)[192.168.37.33]
[info]09:58:23 tester (411.TEST, 21) ia motorizari 5578 (0.24 s)[192.168.37.33]
[info]09:58:23 tester (411.TEST, 21) ia motorizari 5407 (0.27 s)[192.168.37.33]
[info]09:58:24 tester (411.TEST, 21) ia motorizari 7536 (0.30 s)[192.168.37.33]
[info]09:58:24 tester (411.TEST, 21) ia motorizari 6011 (0.31 s)[192.168.37.33]
[info]09:58:24 tester (411.TEST, 21) ia motorizari 6451 (0.46 s)[192.168.37.33]
[info]09:58:25 tester (411.TEST, 21) ia motorizari 4082 (0.25 s)[192.168.37.33]
[info]09:58:25 tester (411.TEST, 21) ia motorizari 5401 (0.48 s)[192.168.37.33]
[info]09:58:25 tester (411.TEST, 21) ia motorizari 5402 (0.08 s)[192.168.37.33]
[info]09:58:26 tester (411.TEST, 21) ia motorizari 5403 (0.34 s)[192.168.37.33]
[info]09:58:26 tester (411.TEST, 21) ia motorizari 1975 (0.29 s)[192.168.37.33]
[info]09:58:26 tester (411.TEST, 21) ia motorizari 6081 (0.11 s)[192.168.37.33]
[info]09:58:26 tester (411.TEST, 21) ia motorizari 6083 (0.29 s)[192.168.37.33]
[info]09:58:26 tester (411.TEST, 21) ia motorizari 2003 (0.11 s)[192.168.37.33]
[info]09:58:27 tester (411.TEST, 21) ia motorizari 10003 (0.10 s)[192.168.37.33]
[info]09:58:27 tester (411.TEST, 21) ia motorizari 5400 (0.18 s)[192.168.37.33]
[info]09:58:27 tester (411.TEST, 21) ia motorizari 5405 (0.22 s)[192.168.37.33]
[info]09:58:27 tester (411.TEST, 21) ia motorizari 5404 (0.24 s)[192.168.37.33]
[info]09:58:27 tester (411.TEST, 21) ia motorizari 9083 (0.17 s)[192.168.37.33]
[info]09:58:29 tester (411.TEST, 21) ia motorizari 5406 (0.22 s)[192.168.37.33]
[info]09:58:29 tester (411.TEST, 21) ia motorizari 6131 (0.46 s)[192.168.37.33]
[info]09:58:30 tester (411.TEST, 21) ia motorizari 10907 (0.42 s)[192.168.37.33]
[info]09:58:30 tester (411.TEST, 21) ia motorizari 11127 (0.53 s)[192.168.37.33]
[info]09:58:30 tester (411.TEST, 21) ia motorizari 11133 (0.17 s)[192.168.37.33]
[info]09:58:31 tester (411.TEST, 21) ia motorizari 11129 (0.24 s)[192.168.37.33]
[info]09:58:31 tester (411.TEST, 21) ia motorizari 10909 (0.24 s)[192.168.37.33]
[info]09:58:31 tester (411.TEST, 21) ia motorizari 6155 (0.47 s)[192.168.37.33]
[info]09:58:32 tester (411.TEST, 21) ia motorizari 8543 (0.29 s)[192.168.37.33]
[info]09:58:32 tester (411.TEST, 21) ia motorizari 6162 (0.41 s)[192.168.37.33]
[info]09:58:32 tester (411.TEST, 21) ia motorizari 7538 (0.27 s)[192.168.37.33]
[info]09:58:33 tester (411.TEST, 21) ia motorizari 4605 (0.32 s)[192.168.37.33]
[info]09:58:33 tester (411.TEST, 21) ia motorizari 6172 (0.24 s)[192.168.37.33]
[info]09:58:33 tester (411.TEST, 21) ia motorizari 4835 (0.32 s)[192.168.37.33]
[info]09:58:33 tester (411.TEST, 21) ia motorizari 1915 (0.22 s)[192.168.37.33]
[info]09:58:35 tester (411.TEST, 21) ia motorizari 10819 (0.40 s)[192.168.37.33]
[info]09:58:35 tester (411.TEST, 21) ia motorizari 9563 (0.22 s)[192.168.37.33]
[info]09:58:35 tester (411.TEST, 21) ia motorizari 6220 (0.34 s)[192.168.37.33]
[info]09:58:36 tester (411.TEST, 21) ia modele pentru 513 (0.47 s)[192.168.37.33]
[info]09:58:36 tester (411.TEST, 21) ia motorizari 10881 (0.26 s)[192.168.37.33]
[info]09:58:37 tester (411.TEST, 21) ia motorizari 5117 (0.42 s)[192.168.37.33]
[info]09:58:37 tester (411.TEST, 21) ia motorizari 5464 (0.22 s)[192.168.37.33]
[info]09:58:37 tester (411.TEST, 21) ia motorizari 3557 (0.31 s)[192.168.37.33]
[info]09:58:38 tester (411.TEST, 21) ia motorizari 5945 (0.45 s)[192.168.37.33]
[info]09:58:38 tester (411.TEST, 21) ia motorizari 5961 (0.40 s)[192.168.37.33]
[info]09:58:38 tester (411.TEST, 21) ia motorizari 5962 (0.11 s)[192.168.37.33]
[info]09:58:38 tester (411.TEST, 21) ia motorizari 5048 (0.24 s)[192.168.37.33]
[info]09:58:38 tester (411.TEST, 21) ia motorizari 5142 (0.16 s)[192.168.37.33]
[info]09:58:39 tester (411.TEST, 21) ia motorizari 2005 (0.27 s)[192.168.37.33]
[info]09:58:39 tester (411.TEST, 21) ia motorizari 13449 (0.26 s)[192.168.37.33]
[info]09:58:39 tester (411.TEST, 21) ia motorizari 6443 (0.34 s)[192.168.37.33]
[info]09:58:39 tester (411.TEST, 21) ia motorizari 1293 (0.10 s)[192.168.37.33]
[info]09:58:41 tester (411.TEST, 21) ia motorizari 7919 (0.12 s)[192.168.37.33]
[info]09:58:41 tester (411.TEST, 21) ia motorizari 1292 (0.25 s)[192.168.37.33]
[info]09:58:41 tester (411.TEST, 21) ia motorizari 1452 (0.09 s)[192.168.37.33]
[info]09:58:41 tester (411.TEST, 21) ia motorizari 4368 (0.29 s)[192.168.37.33]
[info]09:58:41 tester (411.TEST, 21) ia motorizari 1455 (0.15 s)[192.168.37.33]
[info]09:58:42 tester (411.TEST, 21) ia motorizari 4606 (0.13 s)[192.168.37.33]
[info]09:58:42 tester (411.TEST, 21) ia motorizari 5106 (0.26 s)[192.168.37.33]
[info]09:58:42 tester (411.TEST, 21) ia motorizari 2006 (0.21 s)[192.168.37.33]
[info]09:58:42 tester (411.TEST, 21) ia motorizari 4730 (0.26 s)[192.168.37.33]
[info]09:58:43 tester (411.TEST, 21) ia motorizari 7091 (0.26 s)[192.168.37.33]
[info]09:58:43 tester (411.TEST, 21) ia motorizari 4764 (0.22 s)[192.168.37.33]
[info]09:58:43 tester (411.TEST, 21) ia motorizari 7090 (0.24 s)[192.168.37.33]
[info]09:58:43 tester (411.TEST, 21) ia motorizari 6145 (0.22 s)[192.168.37.33]
[info]09:58:43 tester (411.TEST, 21) ia motorizari 1491 (0.11 s)[192.168.37.33]
[info]09:58:44 tester (411.TEST, 21) ia motorizari 1552 (0.22 s)[192.168.37.33]
[info]09:58:44 tester (411.TEST, 21) ia motorizari 3945 (0.24 s)[192.168.37.33]
[info]09:58:44 tester (411.TEST, 21) ia motorizari 3946 (0.23 s)[192.168.37.33]
[info]09:58:44 tester (411.TEST, 21) ia motorizari 1434 (0.07 s)[192.168.37.33]
[info]09:58:44 tester (411.TEST, 21) ia motorizari 3477 (0.24 s)[192.168.37.33]
[info]09:58:45 tester (411.TEST, 21) ia motorizari 9703 (0.26 s)[192.168.37.33]
[info]09:58:45 tester (411.TEST, 21) ia motorizari 1456 (0.38 s)[192.168.37.33]
[info]09:58:45 tester (411.TEST, 21) ia motorizari 874 (0.16 s)[192.168.37.33]
[info]09:58:47 tester (411.TEST, 21) ia modele pentru 514 (0.98 s)[192.168.37.33]
[info]09:58:48 tester (411.TEST, 21) ia motorizari 168 (0.27 s)[192.168.37.33]
[info]09:58:48 tester (411.TEST, 21) ia motorizari 4500 (0.16 s)[192.168.37.33]
[info]09:58:48 tester (411.TEST, 21) ia motorizari 1660 (0.07 s)[192.168.37.33]
[info]09:58:48 tester (411.TEST, 21) ia motorizari 1661 (0.16 s)[192.168.37.33]
[info]09:58:48 tester (411.TEST, 21) ia motorizari 393 (0.46 s)[192.168.37.33]
[info]09:58:49 tester (411.TEST, 21) ia motorizari 6731 (0.42 s)[192.168.37.33]
[info]09:58:49 tester (411.TEST, 21) ia motorizari 1567 (0.33 s)[192.168.37.33]
[info]09:58:50 tester (411.TEST, 21) ia motorizari 6732 (0.25 s)[192.168.37.33]
[info]09:58:50 tester (411.TEST, 21) ia motorizari 1553 (0.27 s)[192.168.37.33]
[info]09:58:50 tester (411.TEST, 21) ia motorizari 11260 (0.23 s)[192.168.37.33]
[info]09:58:50 tester (411.TEST, 21) ia motorizari 410 (0.20 s)[192.168.37.33]
[info]09:58:50 tester (411.TEST, 21) ia motorizari 413 (0.24 s)[192.168.37.33]
[info]09:58:51 tester (411.TEST, 21) ia motorizari 6230 (0.27 s)[192.168.37.33]
[info]09:58:51 tester (411.TEST, 21) ia motorizari 8612 (0.21 s)[192.168.37.33]
[info]09:58:51 tester (411.TEST, 21) ia motorizari 10869 (0.23 s)[192.168.37.33]
[info]09:58:51 tester (411.TEST, 21) ia motorizari 8527 (0.22 s)[192.168.37.33]
[info]09:58:53 tester (411.TEST, 21) ia motorizari 5413 (0.16 s)[192.168.37.33]
[info]09:58:53 tester (411.TEST, 21) ia motorizari 12793 (0.22 s)[192.168.37.33]
[info]09:58:53 tester (411.TEST, 21) ia motorizari 421 (0.29 s)[192.168.37.33]
[info]09:58:53 tester (411.TEST, 21) ia motorizari 4998 (0.25 s)[192.168.37.33]
[info]09:58:54 tester (411.TEST, 21) ia motorizari 425 (0.23 s)[192.168.37.33]
[info]09:58:54 tester (411.TEST, 21) ia motorizari 3521 (0.27 s)[192.168.37.33]
[info]09:58:54 tester (411.TEST, 21) ia motorizari 3522 (0.25 s)[192.168.37.33]
[info]09:58:54 tester (411.TEST, 21) ia motorizari 4841 (0.27 s)[192.168.37.33]
[info]09:58:55 tester (411.TEST, 21) ia motorizari 8254 (0.19 s)[192.168.37.33]
[info]09:58:55 tester (411.TEST, 21) ia motorizari 7578 (0.39 s)[192.168.37.33]
[info]09:58:55 tester (411.TEST, 21) ia motorizari 4990 (0.26 s)[192.168.37.33]
[info]09:58:56 tester (411.TEST, 21) ia motorizari 5447 (0.23 s)[192.168.37.33]
[info]09:58:56 tester (411.TEST, 21) ia motorizari 9900 (0.28 s)[192.168.37.33]
[info]09:58:56 tester (411.TEST, 21) ia motorizari 12794 (0.16 s)[192.168.37.33]
[info]09:58:56 tester (411.TEST, 21) ia motorizari 6231 (0.28 s)[192.168.37.33]
[info]09:58:57 tester (411.TEST, 21) ia motorizari 11572 (0.27 s)[192.168.37.33]
[info]09:58:57 tester (411.TEST, 21) ia motorizari 5221 (0.26 s)[192.168.37.33]
[info]09:58:57 tester (411.TEST, 21) ia motorizari 9006 (0.27 s)[192.168.37.33]
[info]09:58:57 tester (411.TEST, 21) ia motorizari 5601 (0.24 s)[192.168.37.33]
[info]09:58:59 tester (411.TEST, 21) ia motorizari 11238 (0.22 s)[192.168.37.33]
[info]09:58:59 tester (411.TEST, 21) ia motorizari 5220 (0.23 s)[192.168.37.33]
[info]09:58:59 tester (411.TEST, 21) ia motorizari 4749 (0.26 s)[192.168.37.33]
[info]09:58:59 tester (411.TEST, 21) ia motorizari 4775 (0.16 s)[192.168.37.33]
[info]09:59:00 tester (411.TEST, 21) ia motorizari 5390 (0.22 s)[192.168.37.33]
[info]09:59:00 tester (411.TEST, 21) ia motorizari 5391 (0.10 s)[192.168.37.33]
[info]09:59:00 tester (411.TEST, 21) ia motorizari 6729 (0.46 s)[192.168.37.33]
[info]09:59:00 tester (411.TEST, 21) ia motorizari 6730 (0.29 s)[192.168.37.33]
[info]09:59:01 tester (411.TEST, 21) ia motorizari 5432 (0.27 s)[192.168.37.33]
[info]09:59:02 tester (411.TEST, 21) ia motorizari 4904 (1.11 s)[192.168.37.33]
[info]09:59:02 tester (411.TEST, 21) ia motorizari 244 (0.33 s)[192.168.37.33]
[info]09:59:02 tester (411.TEST, 21) ia motorizari 235 (0.22 s)[192.168.37.33]
[info]09:59:03 tester (411.TEST, 21) ia motorizari 249 (0.75 s)[192.168.37.33]
[info]09:59:03 tester (411.TEST, 21) ia motorizari 3911 (0.11 s)[192.168.37.33]
[info]09:59:05 tester (411.TEST, 21) ia motorizari 283 (0.25 s)[192.168.37.33]
[info]09:59:05 tester (411.TEST, 21) ia motorizari 1657 (0.48 s)[192.168.37.33]
[info]09:59:05 tester (411.TEST, 21) ia motorizari 4680 (0.10 s)[192.168.37.33]
[info]09:59:07 tester (411.TEST, 21) ia motorizari 8255 (1.41 s)[192.168.37.33]
[info]09:59:07 tester (411.TEST, 21) ia motorizari 11128 (0.36 s)[192.168.37.33]
[info]09:59:07 tester (411.TEST, 21) ia motorizari 9130 (0.41 s)[192.168.37.33]
[info]09:59:08 tester (411.TEST, 21) ia motorizari 9685 (0.37 s)[192.168.37.33]
[info]09:59:08 tester (411.TEST, 21) ia motorizari 296 (0.23 s)[192.168.37.33]
[info]09:59:08 tester (411.TEST, 21) ia motorizari 389 (0.15 s)[192.168.37.33]
[info]09:59:08 tester (411.TEST, 21) ia motorizari 523 (0.26 s)[192.168.37.33]
[info]09:59:08 tester (411.TEST, 21) ia motorizari 527 (0.07 s)[192.168.37.33]
[info]09:59:09 tester (411.TEST, 21) ia motorizari 4532 (0.09 s)[192.168.37.33]
[info]09:59:09 tester (411.TEST, 21) ia motorizari 1658 (0.09 s)[192.168.37.33]
[info]09:59:09 tester (411.TEST, 21) ia motorizari 1659 (0.23 s)[192.168.37.33]
[info]09:59:09 tester (411.TEST, 21) ia motorizari 4681 (0.22 s)[192.168.37.33]
[info]09:59:09 tester (411.TEST, 21) ia motorizari 5575 (0.15 s)[192.168.37.33]
[info]09:59:11 tester (411.TEST, 21) ia motorizari 16 (0.28 s)[192.168.37.33]
[info]09:59:11 tester (411.TEST, 21) ia motorizari 4895 (0.27 s)[192.168.37.33]
[info]09:59:11 tester (411.TEST, 21) ia motorizari 5576 (0.25 s)[192.168.37.33]
[info]09:59:11 tester (411.TEST, 21) ia motorizari 3396 (0.29 s)[192.168.37.33]
[info]09:59:12 tester (411.TEST, 21) ia motorizari 4896 (0.24 s)[192.168.37.33]
[info]09:59:12 tester (411.TEST, 21) ia motorizari 5577 (0.23 s)[192.168.37.33]
[info]09:59:12 tester (411.TEST, 21) ia motorizari 4053 (0.16 s)[192.168.37.33]
[info]09:59:12 tester (411.TEST, 21) ia motorizari 4909 (0.23 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 5640 (0.31 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 1542 (0.12 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 5641 (0.25 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 4683 (0.09 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 4684 (0.12 s)[192.168.37.33]
[info]09:59:13 tester (411.TEST, 21) ia motorizari 231 (0.08 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 4682 (0.22 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 6733 (0.07 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 8143 (0.07 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 1540 (0.10 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 1683 (0.23 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 8563 (0.07 s)[192.168.37.33]
[info]09:59:14 tester (411.TEST, 21) ia motorizari 502 (0.23 s)[192.168.37.33]
[info]09:59:15 tester (411.TEST, 21) ia motorizari 4686 (0.23 s)[192.168.37.33]
[info]09:59:15 tester (411.TEST, 21) ia motorizari 76 (0.28 s)[192.168.37.33]
[info]09:59:15 tester (411.TEST, 21) ia motorizari 3417 (0.26 s)[192.168.37.33]
[info]09:59:15 tester (411.TEST, 21) ia motorizari 1457 (0.27 s)[192.168.37.33]
[info]09:59:17 tester (411.TEST, 21) ia motorizari 3418 (0.16 s)[192.168.37.33]
[info]09:59:17 tester (411.TEST, 21) ia motorizari 122 (0.32 s)[192.168.37.33]
[info]09:59:17 tester (411.TEST, 21) ia motorizari 3416 (0.27 s)[192.168.37.33]
[info]09:59:17 tester (411.TEST, 21) ia motorizari 127 (0.14 s)[192.168.37.33]
[info]09:59:18 tester (411.TEST, 21) ia motorizari 3912 (0.26 s)[192.168.37.33]
[info]09:59:18 tester (411.TEST, 21) ia motorizari 2042 (0.59 s)[192.168.37.33]
[info]09:59:18 tester (411.TEST, 21) ia motorizari 3392 (0.16 s)[192.168.37.33]
[info]09:59:19 tester (411.TEST, 21) ia motorizari 4172 (0.39 s)[192.168.37.33]
[info]09:59:19 tester (411.TEST, 21) ia motorizari 3433 (0.11 s)[192.168.37.33]
[info]09:59:19 tester (411.TEST, 21) ia motorizari 153 (0.26 s)[192.168.37.33]
[info]09:59:19 tester (411.TEST, 21) ia motorizari 3469 (0.22 s)[192.168.37.33]
[info]09:59:20 tester (411.TEST, 21) ia modele pentru 603 (0.67 s)[192.168.37.33]
[info]09:59:20 tester (411.TEST, 21) ia motorizari 1831 (0.23 s)[192.168.37.33]
[info]09:59:20 tester (411.TEST, 21) ia motorizari 1842 (0.10 s)[192.168.37.33]
[info]09:59:21 tester (411.TEST, 21) ia motorizari 1843 (0.24 s)[192.168.37.33]
[info]09:59:21 tester (411.TEST, 21) ia motorizari 1832 (0.23 s)[192.168.37.33]
[info]09:59:21 tester (411.TEST, 21) ia motorizari 10868 (0.24 s)[192.168.37.33]
[info]09:59:21 tester (411.TEST, 21) ia motorizari 11137 (0.23 s)[192.168.37.33]
[info]09:59:23 tester (411.TEST, 21) ia motorizari 8547 (0.29 s)[192.168.37.33]
[info]09:59:23 tester (411.TEST, 21) ia motorizari 10162 (0.11 s)[192.168.37.33]
[info]09:59:23 tester (411.TEST, 21) ia motorizari 5380 (0.30 s)[192.168.37.33]
[info]09:59:23 tester (411.TEST, 21) ia motorizari 8041 (0.24 s)[192.168.37.33]
[info]09:59:24 tester (411.TEST, 21) ia motorizari 11138 (0.24 s)[192.168.37.33]
[info]09:59:24 tester (411.TEST, 21) ia motorizari 5620 (0.29 s)[192.168.37.33]
[info]09:59:24 tester (411.TEST, 21) ia motorizari 11291 (0.24 s)[192.168.37.33]
[info]09:59:24 tester (411.TEST, 21) ia motorizari 8042 (0.24 s)[192.168.37.33]
[info]09:59:25 tester (411.TEST, 21) ia motorizari 7539 (0.12 s)[192.168.37.33]
[info]09:59:25 tester (411.TEST, 21) ia motorizari 10963 (0.60 s)[192.168.37.33]
[info]09:59:25 tester (411.TEST, 21) ia motorizari 6445 (0.24 s)[192.168.37.33]
[info]09:59:26 tester (411.TEST, 21) ia modele pentru 649 (0.35 s)[192.168.37.33]
[info]09:59:26 tester (411.TEST, 21) ia motorizari 1303 (0.24 s)[192.168.37.33]
[info]09:59:26 tester (411.TEST, 21) ia motorizari 4973 (0.23 s)[192.168.37.33]
[info]09:59:27 tester (411.TEST, 21) ia motorizari 4950 (0.24 s)[192.168.37.33]
[info]09:59:27 tester (411.TEST, 21) ia motorizari 6057 (0.24 s)[192.168.37.33]
[info]09:59:27 tester (411.TEST, 21) ia motorizari 4086 (0.25 s)[192.168.37.33]
[info]09:59:27 tester (411.TEST, 21) ia motorizari 4087 (0.23 s)[192.168.37.33]
[info]09:59:27 tester (411.TEST, 21) ia motorizari 5046 (0.21 s)[192.168.37.33]
[info]09:59:29 tester (411.TEST, 21) ia motorizari 3512 (0.27 s)[192.168.37.33]
[info]09:59:29 tester (411.TEST, 21) ia motorizari 3410 (0.21 s)[192.168.37.33]
[info]09:59:29 tester (411.TEST, 21) ia motorizari 3413 (0.28 s)[192.168.37.33]
[info]09:59:29 tester (411.TEST, 21) ia motorizari 3890 (0.21 s)[192.168.37.33]
[info]09:59:30 tester (411.TEST, 21) ia motorizari 4085 (0.23 s)[192.168.37.33]
[info]09:59:30 tester (411.TEST, 21) ia motorizari 1304 (0.21 s)[192.168.37.33]
[info]09:59:30 tester (411.TEST, 21) ia motorizari 1305 (0.22 s)[192.168.37.33]
[info]09:59:31 tester (411.TEST, 21) ia motorizari 8695 (0.45 s)[192.168.37.33]
[info]09:59:31 tester (411.TEST, 21) ia motorizari 3411 (0.23 s)[192.168.37.33]
[info]09:59:31 tester (411.TEST, 21) ia motorizari 3412 (0.23 s)[192.168.37.33]
[info]09:59:31 tester (411.TEST, 21) ia motorizari 5607 (0.24 s)[192.168.37.33]
[info]09:59:32 tester (411.TEST, 21) ia motorizari 3513 (0.22 s)[192.168.37.33]
[info]09:59:32 tester (411.TEST, 21) ia motorizari 4979 (0.23 s)[192.168.37.33]
[info]09:59:32 tester (411.TEST, 21) ia motorizari 8696 (0.26 s)[192.168.37.33]
[info]09:59:32 tester (411.TEST, 21) ia motorizari 4925 (0.24 s)[192.168.37.33]
[info]09:59:33 tester (411.TEST, 21) ia motorizari 4642 (0.24 s)[192.168.37.33]
[info]09:59:33 tester (411.TEST, 21) ia motorizari 1306 (0.22 s)[192.168.37.33]
[info]09:59:33 tester (411.TEST, 21) ia modele pentru 516 (0.66 s)[192.168.37.33]
[info]09:59:35 tester (411.TEST, 21) ia motorizari 1716 (0.24 s)[192.168.37.33]
[info]09:59:35 tester (411.TEST, 21) ia motorizari 3611 (0.22 s)[192.168.37.33]
[info]09:59:35 tester (411.TEST, 21) ia motorizari 1717 (0.07 s)[192.168.37.33]
[info]09:59:35 tester (411.TEST, 21) ia motorizari 1718 (0.08 s)[192.168.37.33]
[info]09:59:35 tester (411.TEST, 21) ia motorizari 714 (0.14 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1722 (0.23 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1723 (0.23 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1719 (0.07 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1541 (0.17 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1720 (0.22 s)[192.168.37.33]
[info]09:59:36 tester (411.TEST, 21) ia motorizari 1721 (0.21 s)[192.168.37.33]
[info]09:59:37 tester (411.TEST, 21) ia motorizari 3653 (0.22 s)[192.168.37.33]
[info]09:59:37 tester (411.TEST, 21) ia motorizari 4177 (0.23 s)[192.168.37.33]
[info]09:59:37 tester (411.TEST, 21) ia motorizari 3917 (0.23 s)[192.168.37.33]
[info]09:59:37 tester (411.TEST, 21) ia motorizari 3495 (0.23 s)[192.168.37.33]
[info]09:59:38 tester (411.TEST, 21) ia motorizari 1724 (0.22 s)[192.168.37.33]
[info]09:59:38 tester (411.TEST, 21) ia motorizari 587 (0.27 s)[192.168.37.33]
[info]09:59:38 tester (411.TEST, 21) ia motorizari 4178 (0.24 s)[192.168.37.33]
[info]09:59:38 tester (411.TEST, 21) ia motorizari 755 (0.30 s)[192.168.37.33]
[info]09:59:39 tester (411.TEST, 21) ia motorizari 4179 (0.30 s)[192.168.37.33]
[info]09:59:39 tester (411.TEST, 21) ia motorizari 837 (0.57 s)[192.168.37.33]
[info]09:59:40 tester (411.TEST, 21) ia producatorii (0.26 s)[192.168.37.33]
[info]09:59:40 tester (411.TEST, 21) ia modele pentru 502 (0.27 s)[192.168.37.33]
[info]09:59:41 tester (411.TEST, 21) ia motorizari 278 (0.22 s)[192.168.37.33]
[info]09:59:41 tester (411.TEST, 21) ia motorizari 1321 (0.22 s)[192.168.37.33]
[info]09:59:41 tester (411.TEST, 21) ia motorizari 4735 (0.22 s)[192.168.37.33]
[info]09:59:41 tester (411.TEST, 21) ia motorizari 4176 (0.80 s)[192.168.37.33]
[info]09:59:41 tester (411.TEST, 21) ia motorizari 282 (0.22 s)[192.168.37.33]
[info]09:59:42 tester (411.TEST, 21) ia motorizari 2053 (0.52 s)[192.168.37.33]
[info]09:59:42 tester (411.TEST, 21) ia motorizari 11880 (0.73 s)[192.168.37.33]
[info]09:59:42 tester (411.TEST, 21) ia motorizari 4635 (0.08 s)[192.168.37.33]
[info]09:59:42 tester (411.TEST, 21) ia motorizari 5452 (0.22 s)[192.168.37.33]
[info]09:59:42 tester (411.TEST, 21) ia motorizari 4968 (0.39 s)[192.168.37.33]
